Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Kamrul Hasan,72,male,Instagram,User-Friendly,5,4,4,5,5,5,5,3,4,4,3,4,3,4,3,4,3
Nusrat Jahan,48,female,Facebook,Clear and concise,4,4,4,4,4,5,5,5,4,5,4,4,5,4,4,4,3
Mosharraf Hossain,33,male,Instagram,Inconsistent Navigation,5,5,4,4,5,3,3,3,5,5,5,4,4,5,5,4,5
Sahida Akhter,21,female,Website,Adequate,5,4,4,4,4,5,5,4,4,4,4,5,4,3,4,4,5
Iqbal Hussain,21,male,Facebook,Inconsistent Navigation,4,4,4,4,5,3,4,4,5,5,4,3,4,4,4,4,5
Yasmin Akhtar,52,female,Facebook,Clear and concise,4,3,3,3,4,4,4,4,4,5,5,5,4,4,5,4,5
Abdul Malek,22,male,Website,Well-structured,4,4,4,5,4,4,5,3,3,4,3,4,5,3,5,5,4
Salma Begum,55,female,Instagram,Confusing,5,5,4,3,4,5,3,4,5,3,3,5,4,4,4,4,5
Nazrul Islam,76,male,Twitter,Clear and concise,4,3,5,5,3,4,4,5,4,3,4,5,4,3,4,5,3
Rokeya Sultana,68,female,Instagram,Intuitive,5,5,3,3,4,4,4,5,5,5,5,5,5,4,3,5,4
Rafiqul Islam,42,male,Twitter,Limited Menu Options,5,4,3,4,4,4,5,4,5,3,4,3,5,4,4,4,4
Khadija Begum,42,female,Facebook,Well-structured,5,5,4,4,5,3,3,4,3,4,3,5,4,5,5,5,4
Habibur Rahman,51,male,Website,Inconsistent Navigation,4,3,5,4,3,4,5,5,4,5,5,4,5,5,4,3,3
Jahanara Akhter,68,female,Instagram,Adequate,4,4,4,4,4,3,5,4,4,4,5,4,4,4,5,5,4
Imran Khan,59,male,Instagram,User-Friendly,3,4,3,4,4,4,4,5,5,4,5,3,3,4,3,4,5
Suraiya Sultana,46,female,Youtube,Adequate,5,5,3,3,3,4,4,4,4,4,5,4,5,4,3,4,5
Abdul Haque,29,male,Website,Limited Menu Options,4,4,4,3,4,4,4,5,4,3,4,4,5,4,3,5,4
Monira Begum,75,female,Twitter,Clear and concise,4,4,4,4,5,3,5,4,3,4,4,4,4,5,5,5,3
Anwar Hossain,63,male,Instagram,Limited Menu Options,5,3,4,5,4,4,3,4,3,5,4,4,5,4,5,4,4
Rubina Akhtar,21,female,Twitter,Limited Menu Options,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,4,3
Jahangir Alam,20,male,Twitter,Intuitive,5,4,4,4,5,4,5,4,5,4,4,3,3,3,5,5,5
Shahnaz Parveen,27,female,Twitter,Confusing,4,4,4,4,5,4,5,5,4,3,5,4,3,4,4,4,4
Abdul Karim,39,male,Youtube,Efficient,4,4,5,4,5,4,4,3,5,5,3,5,4,5,5,4,4
Selina Khanam,45,female,Youtube,Well-structured,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4
Mansur Ali,69,male,Youtube,Confusing,3,4,4,3,4,5,5,4,5,3,5,4,4,4,4,5,4
Mahmuda Akhter,28,female,Instagram,Intuitive,4,5,3,4,4,4,5,5,4,5,4,4,3,3,4,3,3
Abdul Bari,38,male,Website,Limited Menu Options,4,3,4,3,3,4,4,4,4,5,3,4,4,5,5,5,3
Shahida Parveen,28,female,Website,User-Friendly,4,5,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4
Rafiq Ahmed,32,male,Twitter,Intuitive,4,3,3,4,4,4,4,3,4,4,4,4,3,3,5,4,4
Khadija Sultana,19,female,Facebook,Engaging,5,3,4,5,5,5,3,5,4,3,3,4,4,4,4,5,5
Amirul Islam,64,male,Youtube,Engaging,4,4,3,3,4,4,4,4,5,4,4,4,3,5,3,4,3
Hasina Begum,72,female,Website,Adequate,5,4,3,4,4,5,5,4,3,4,5,5,5,5,4,4,3
Mustafa Kamal,41,male,Twitter,User-Friendly,4,3,3,3,5,5,3,4,5,4,3,5,4,5,4,5,4
Nasima Akhtar,40,female,Youtube,Intuitive,5,5,4,5,3,5,5,4,3,5,4,4,4,3,4,3,3
Ahmed Ali,23,male,Twitter,Inconsistent Navigation,3,4,4,3,5,5,4,4,5,3,4,5,4,3,4,4,5
Hasna Parveen,20,female,Twitter,Limited Menu Options,3,5,4,4,4,4,4,5,4,5,4,4,3,5,4,4,3
Nurul Islam,61,male,Twitter,Confusing,4,5,4,3,4,5,4,4,4,5,4,3,3,5,5,5,4
Saheda Khanam,21,female,Youtube,Intuitive,5,5,4,5,5,4,5,4,4,5,5,5,5,4,3,3,4
Anisur Rahman,45,male,Youtube,Inconsistent Navigation,3,4,4,4,4,5,3,3,3,5,3,4,3,4,4,5,3
Rokeya Akhter,63,female,Website,Confusing,5,4,5,4,5,3,4,4,3,4,4,5,5,5,5,5,3
Azizul Haque,72,male,Instagram,Clear and concise,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
Rahima Begum,54,female,Website,Inconsistent Navigation,3,4,5,4,5,3,4,3,4,5,5,4,3,4,5,5,5
Nurul Amin,56,male,Youtube,Inconsistent Navigation,5,4,4,4,3,4,4,4,5,4,5,4,3,4,3,4,5
Jasmine Khanam,73,female,Facebook,Intuitive,4,5,4,4,4,5,4,4,5,4,4,4,5,5,5,3,5
Abdul Jabbar,37,male,Instagram,Well-structured,4,4,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4
Shahida Akhtar,35,female,Twitter,Well-structured,5,4,4,5,5,4,4,5,5,4,5,5,5,5,4,5,4
Rafiq Mia,65,male,Twitter,Intuitive,4,5,4,5,4,4,5,3,4,4,4,5,4,4,5,4,4
Parveen Sultana,24,female,Website,Inconsistent Navigation,5,5,4,4,5,4,5,3,4,4,5,4,3,4,4,4,3
Abdus Salam,27,male,Facebook,User-Friendly,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4
Amina Akhter,75,female,Website,Limited Menu Options,4,4,3,4,4,3,4,4,4,5,4,4,5,4,5,3,3
Kazi Rahman,34,male,Website,Engaging,5,3,4,4,4,5,4,4,4,3,4,3,4,5,5,3,5
Taslima Begum,51,female,Website,Intuitive,4,3,4,3,3,4,5,3,3,5,5,5,5,3,4,3,5
Mostafizur Rahman,62,male,Youtube,Confusing,5,3,5,4,4,4,4,5,4,4,5,5,4,4,4,3,5
Saira Khanam,64,female,Instagram,User-Friendly,4,5,4,4,4,4,3,4,4,5,4,4,3,4,4,3,5
Shamim Ahmed,63,male,Youtube,User-Friendly,4,5,5,3,5,4,4,3,5,5,5,4,3,4,4,4,3
Hasina Akhtar,56,female,Instagram,Well-structured,4,4,4,4,4,5,5,4,5,4,5,5,4,3,3,5,5
Mustak Ahmed,51,male,Website,Adequate,5,4,3,3,5,4,4,5,4,4,4,4,4,4,3,3,4
Salma Khanam,53,female,Website,Inconsistent Navigation,4,4,4,4,3,5,5,5,4,4,3,5,5,5,5,5,4
Shahid Mia,22,male,Instagram,Engaging,3,4,3,4,5,5,4,5,4,4,4,3,3,3,4,4,4
Khurshida Sultana,74,female,Twitter,Limited Menu Options,3,5,4,5,5,4,4,4,4,3,4,3,4,5,4,4,5
Harunur Rashid,38,male,Twitter,Well-structured,5,4,4,3,5,5,3,5,3,3,4,3,3,4,3,5,4
Fahmida Akhter,55,female,Website,Confusing,3,5,4,3,4,5,4,4,4,4,5,3,3,5,3,3,4
Akbar Ali,73,male,Facebook,Adequate,3,5,3,5,4,3,5,3,3,5,4,5,3,5,5,3,3
Shahana Begum,26,female,Website,Confusing,5,3,4,3,5,5,4,5,5,3,3,4,4,4,4,5,4
Nasir Uddin,53,male,Facebook,Engaging,3,5,4,4,3,4,4,5,4,4,3,4,4,4,4,4,4
Mahbuba Khanam,60,female,Facebook,Clear and concise,4,5,3,5,4,4,4,3,4,4,3,4,4,5,5,4,4
Abdul Majid,46,male,Youtube,Confusing,4,3,4,4,3,3,4,5,3,3,3,4,4,4,4,4,4
Farzana Akhtar,54,female,Website,Clear and concise,5,4,4,4,4,5,5,4,3,4,4,5,3,4,5,4,3
Mujibur Rahman,75,male,Website,Engaging,5,3,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4
Shaheda Sultana,31,female,Youtube,Clear and concise,4,5,4,5,5,4,5,4,4,4,3,3,4,5,4,5,3
Ruhul Amin,45,male,Youtube,Clear and concise,5,5,3,4,4,4,5,4,5,4,4,3,3,5,5,3,5
Tahmina Begum,35,female,Website,Inconsistent Navigation,3,4,4,5,5,4,5,4,5,5,4,5,3,4,4,5,4
Abul Kalam,34,male,Youtube,Efficient,4,3,4,4,5,5,5,4,4,5,5,4,3,4,3,5,4
Rozina Khanam,19,female,Twitter,Clear and concise,4,3,4,5,3,4,4,3,3,3,4,3,3,5,3,4,4
Abdul Gani,72,male,Twitter,Confusing,4,3,3,4,4,5,4,3,5,4,4,5,5,4,4,5,5
Nurun Nahar,65,female,Youtube,Adequate,4,3,3,4,4,5,5,5,5,4,4,4,3,3,4,3,4
Jahirul Islam,44,male,Website,Adequate,4,3,4,3,5,3,5,5,4,4,5,5,5,4,4,5,4
Shahana Akhter,60,female,Twitter,Well-structured,5,4,4,4,5,5,3,3,4,4,4,5,3,5,4,5,3
Sharif Uddin,44,male,Facebook,Clear and concise,5,4,4,5,3,4,4,4,4,4,4,5,5,4,3,5,5
Shabnam Khanam,45,female,Youtube,Well-structured,4,3,3,4,4,4,4,5,5,3,5,5,4,5,5,3,4
Abdul Khalek,74,male,Facebook,Limited Menu Options,5,4,4,5,4,3,5,3,5,3,5,5,5,4,5,3,4
Laila Begum,69,female,Instagram,User-Friendly,3,3,5,3,4,4,4,4,4,4,4,4,5,4,4,4,5
Mohiuddin Ahmed,19,male,Twitter,Inconsistent Navigation,5,3,4,4,5,4,4,3,4,3,4,5,3,4,4,4,5
Rehana Akhtar,62,female,Youtube,Confusing,5,5,3,4,3,4,4,4,4,4,5,5,4,3,4,4,5
Abdul Quddus,59,male,Facebook,Inconsistent Navigation,4,5,4,5,5,5,5,5,4,4,4,3,5,4,4,4,3
Mumtaz Begum,41,female,Twitter,Well-structured,3,5,3,4,4,4,5,4,4,3,4,5,5,5,5,4,4
Shariful Islam,38,male,Youtube,Confusing,3,4,3,5,5,4,5,5,4,4,4,4,5,4,4,5,4
Rozina Sultana,59,female,Website,User-Friendly,4,5,5,4,5,5,4,3,5,4,4,4,5,5,4,4,3
Fazlur Rahman,63,male,Instagram,Clear and concise,3,4,4,3,4,4,4,4,5,5,5,3,5,4,4,4,4
Shamima Akhter,54,female,Website,Clear and concise,5,4,4,4,5,4,4,3,5,3,4,4,4,5,4,4,4
Abdul Jalil,36,male,Website,Well-structured,5,5,3,3,5,5,5,5,5,3,4,4,3,3,5,5,5
Morjina Akhtar,66,female,Instagram,Engaging,3,5,3,4,5,4,4,4,3,5,4,5,3,5,4,4,3
Kamal Uddin,52,male,Instagram,Confusing,4,4,3,4,5,4,5,5,5,4,5,3,3,4,3,4,4
Shabina Begum,48,female,Youtube,Intuitive,4,4,4,4,5,5,4,3,5,4,5,4,3,5,4,4,4
Abdus Sobhan,21,male,Website,Limited Menu Options,5,5,3,5,4,5,4,5,4,5,5,4,4,4,3,3,4
Nazma Khanam,60,female,Youtube,Well-structured,5,5,4,3,4,5,3,4,4,5,5,4,3,5,4,5,4
Ismail Hossain,27,male,Instagram,Inconsistent Navigation,5,3,4,5,5,4,4,4,4,5,4,4,5,4,5,5,3
Sahera Akhter,56,female,Facebook,Engaging,4,4,3,3,4,4,4,3,5,4,4,5,4,4,4,5,4
Khaled Mahmud,27,male,Website,Intuitive,4,5,3,3,4,5,4,3,5,4,3,4,4,3,3,5,5
Shahnur Mia,37,female,Website,Inconsistent Navigation,3,4,4,4,5,4,4,5,5,5,4,4,4,5,3,4,3
Momena Begum,51,male,Website,Confusing,5,4,4,5,4,4,4,4,4,3,4,3,4,5,4,5,4
Rafiqul Mia,26,female,Instagram,Efficient,3,4,4,4,5,3,4,4,5,3,4,4,5,3,5,5,4
Rukhsana Sultana,53,male,Twitter,Well-structured,3,5,4,4,4,4,4,5,5,3,5,5,3,3,4,4,3
Alauddin Ahmed,62,female,Instagram,Adequate,4,5,3,4,4,4,5,4,4,3,4,4,4,4,4,4,4
Lutfur Rahman,41,male,Instagram,Well-structured,4,5,3,5,5,4,5,4,4,4,4,4,4,4,5,4,4
Tahera Begum,46,female,Website,Limited Menu Options,5,4,5,3,5,4,4,5,5,4,5,4,5,5,4,4,4
Sajjad Hossain,19,male,Youtube,User-Friendly,4,4,4,4,3,5,4,4,5,4,4,3,4,3,4,3,3
Saleha Khanam,21,female,Youtube,Limited Menu Options,4,3,3,5,4,3,4,5,4,3,3,4,5,4,4,3,4
Fazlur Mia,59,male,Instagram,Clear and concise,3,4,4,4,4,5,4,4,3,4,4,4,4,3,4,5,5
Sufia Akhtar,37,female,Facebook,Efficient,4,4,5,4,4,5,5,5,5,4,4,4,4,4,5,5,4
Sajedul Islam,19,male,Instagram,Efficient,3,4,4,4,5,3,4,4,5,3,5,5,3,5,4,5,4
Nurjahan Begum,53,female,Facebook,Intuitive,5,5,3,4,4,5,5,5,3,5,5,4,5,3,5,3,4
Mansur Rahman,75,male,Instagram,Adequate,4,5,3,5,4,4,5,4,4,4,3,3,4,3,5,5,4
Firoza Khanam,34,female,Youtube,Well-structured,4,5,4,4,4,5,4,5,5,4,4,3,5,5,4,4,4
Shahedul Mia,67,male,Twitter,Well-structured,4,5,4,3,4,5,4,3,4,4,3,4,4,4,5,5,5
Salima Akhter,36,female,Youtube,Clear and concise,3,4,4,3,4,5,4,4,3,5,4,4,3,4,4,5,4
Abdul Khader,57,male,Twitter,Efficient,3,5,5,4,5,5,5,5,4,4,4,4,4,4,5,3,4
Marjia Begum,38,female,Instagram,Engaging,5,3,5,3,4,4,3,5,4,3,4,5,5,5,4,4,3
Hossain Ali,28,male,Instagram,Adequate,5,5,5,4,5,4,4,5,3,4,4,4,5,5,3,5,5
Afroza Khanam,42,female,Instagram,Confusing,4,3,5,3,4,4,4,4,4,4,5,4,5,4,4,4,4
Zakir Hossain,21,male,Facebook,Clear and concise,5,5,4,4,5,4,4,5,4,5,5,5,5,4,3,3,5
Sumaiya Akhtar,22,female,Instagram,Confusing,4,4,4,5,4,4,5,4,4,4,4,3,4,3,4,4,3
Mujib Mia,42,male,Facebook,Clear and concise,5,5,4,4,4,4,5,4,5,4,4,5,3,5,4,3,4
Selina Sultana,51,female,Youtube,Inconsistent Navigation,5,5,4,4,3,5,5,3,4,4,5,5,3,5,4,3,4
Habibul Haque,58,male,Twitter,Intuitive,4,3,3,4,4,5,3,4,5,4,4,4,4,4,4,3,5
Razia Begum,22,female,Website,Engaging,5,4,4,5,4,4,4,4,4,5,5,4,5,3,3,4,5
Sharif Mia,40,male,Instagram,Confusing,4,5,4,5,3,3,4,5,4,4,4,5,4,3,3,5,4
Aleya Akhter,27,female,Youtube,User-Friendly,5,5,4,3,5,3,3,4,5,4,4,4,5,3,5,4,5
Mahfuzur Rahman,35,male,Youtube,Confusing,4,5,4,5,4,4,5,3,5,5,4,3,3,4,5,5,4
Nasir Mia,69,female,Facebook,User-Friendly,4,3,4,5,4,4,4,4,4,4,4,3,3,5,4,4,4
Rashida Sultana,30,male,Twitter,Confusing,4,5,4,4,3,4,4,5,5,4,4,4,3,3,5,4,3
Abu Bakar,51,female,Facebook,Efficient,4,5,5,5,5,4,5,5,3,4,4,4,5,3,4,4,4
Shaila Akhtar,23,male,Instagram,Intuitive,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,3
Salim Ahmed,23,female,Website,Engaging,4,4,4,5,5,4,4,5,4,5,5,3,3,5,3,5,3
Mina Begum,40,male,Website,Well-structured,3,5,4,3,5,5,4,4,5,4,4,4,5,5,3,4,4
Abul Hasan,23,female,Youtube,Confusing,4,3,4,3,5,4,5,5,5,4,3,5,4,4,5,5,4
Rojina Khanam,55,male,Instagram,Well-structured,5,4,3,5,5,4,4,5,5,5,4,4,4,4,5,4,4
Abdul Quader,48,female,Youtube,Inconsistent Navigation,4,5,4,4,4,5,3,4,4,5,4,4,4,3,4,5,4
Firoz Akhtar,29,male,Website,Clear and concise,5,3,5,4,5,4,5,5,4,4,5,5,5,4,4,4,4
Nurul Haque,38,female,Youtube,Clear and concise,4,3,4,5,4,3,4,4,5,4,4,5,4,5,5,4,4
Ruma Begum,71,male,Youtube,Clear and concise,3,3,4,4,5,4,3,4,5,5,4,4,4,4,4,4,5
Mokbul Hossain,49,female,Twitter,Intuitive,3,4,5,4,4,4,3,4,5,4,5,4,3,5,5,3,4
Hasina Akhter,42,male,Youtube,Well-structured,5,5,4,5,4,4,4,5,3,5,5,5,3,5,4,5,4
Abdul Mannan,47,female,Twitter,Limited Menu Options,3,4,4,4,4,4,4,4,5,5,5,5,3,4,5,4,4
Sabina Khanam,60,male,Twitter,Confusing,5,5,4,4,4,4,5,4,4,5,5,4,5,5,4,5,4
Shah Alam,51,female,Twitter,Limited Menu Options,5,3,4,5,4,5,4,5,4,5,3,4,4,4,4,4,3
Shahinur Akhtar,63,male,Website,Intuitive,4,5,4,4,4,5,4,4,3,3,4,5,4,3,4,3,5
Ruhul Kabir,43,female,Twitter,Clear and concise,3,4,4,3,3,3,5,3,4,3,4,4,4,5,4,4,5
Nasrin Begum,70,male,Youtube,Clear and concise,5,3,4,4,5,4,4,4,4,5,5,4,4,4,5,5,3
Mostafa Mia,46,female,Youtube,Efficient,5,5,4,5,5,4,3,4,5,4,5,4,4,3,4,4,4
Amina Sultana,64,male,Youtube,Intuitive,5,4,5,4,4,3,4,4,5,5,3,4,5,3,3,4,5
Mamunur Rahman,58,female,Facebook,Inconsistent Navigation,4,4,4,4,4,3,4,3,3,5,4,4,3,4,4,4,3
Fatema Khanam,68,male,Website,Inconsistent Navigation,5,4,4,4,4,4,5,3,4,4,4,4,5,5,4,3,5
Nur Alam,70,female,Instagram,Clear and concise,4,4,3,4,4,4,4,3,3,4,4,4,4,3,5,5,4
Fahima Akhtar,43,male,Website,Efficient,5,4,3,3,5,5,4,5,4,5,4,5,4,4,5,4,4
Habibur Mia,50,female,Youtube,Engaging,5,4,4,5,4,5,4,4,5,5,4,3,4,3,4,4,4
Sultana Parvin,40,male,Twitter,Well-structured,3,5,4,4,4,4,3,4,4,4,3,3,4,5,4,3,5
Azad Rahman,54,female,Website,User-Friendly,5,5,3,3,4,4,4,3,4,5,3,5,4,5,4,4,4
Nargis Begum,52,male,Youtube,Confusing,4,4,4,5,3,4,4,4,5,4,5,5,3,4,5,5,5
Abdul Kadir,45,female,Instagram,Inconsistent Navigation,5,4,4,3,5,4,5,3,4,3,4,4,5,4,4,4,5
Rozina Sultana,33,male,Facebook,Engaging,4,3,3,3,4,4,5,4,4,5,4,4,5,5,5,3,4
Abdul Hamid,67,female,Instagram,Clear and concise,4,4,3,4,4,4,3,4,3,4,5,3,4,4,4,3,5
Nurun Nahar,51,male,Youtube,Efficient,3,5,4,3,5,4,4,4,4,4,5,4,4,4,3,4,4
Jahirul Islam,39,female,Website,Limited Menu Options,5,4,4,4,4,4,4,3,5,4,4,5,4,4,5,3,4
Shahana Akhter,53,male,Website,Limited Menu Options,5,4,4,4,4,4,4,5,3,3,3,4,4,4,4,3,3
Sharif Mia,75,female,Twitter,Limited Menu Options,4,4,5,4,5,4,4,4,4,4,3,5,3,4,4,4,3
Nasima Sultana,53,male,Facebook,Limited Menu Options,5,5,4,5,4,4,5,4,4,4,4,3,4,4,4,5,4
Rashedul Islam,63,female,Youtube,Intuitive,3,5,4,4,4,4,4,3,4,4,3,3,4,4,4,4,5
Shabnam Akhter,52,male,Website,Inconsistent Navigation,5,5,4,5,5,4,4,5,3,3,5,4,4,5,4,4,4
Nasir Uddin,39,female,Facebook,Limited Menu Options,3,4,4,3,3,5,4,4,5,4,5,5,4,5,4,3,5
Bilkis Khanam,57,male,Instagram,Limited Menu Options,4,5,3,4,5,5,5,4,5,3,4,5,4,3,5,4,5
Abdul Majid,55,female,Youtube,Inconsistent Navigation,5,5,4,4,5,5,4,4,3,4,4,4,3,4,5,5,4
Farzana Akhtar,73,male,Facebook,User-Friendly,3,3,4,3,3,5,4,4,3,4,5,5,5,3,4,5,4
Mujibur Mia,57,female,Youtube,Inconsistent Navigation,3,3,4,5,3,5,5,4,3,5,4,5,4,4,4,3,3
Shaheda Sultana,43,male,Instagram,Limited Menu Options,5,5,3,5,4,4,4,4,5,3,4,3,4,5,3,5,4
Ruhul Amin,69,female,Facebook,Efficient,4,5,4,5,4,5,4,4,5,5,5,5,3,4,3,4,5
Tahmina Begum,30,male,Facebook,Confusing,3,5,4,5,5,4,3,5,3,3,4,4,3,5,4,3,5
Abul Kashem,69,female,Instagram,Engaging,3,5,5,4,4,4,3,4,4,3,5,4,3,3,3,3,4
Rozina Khanam,73,male,Twitter,Well-structured,5,4,3,4,4,4,4,5,5,5,4,3,4,4,4,3,4
Shahina Akhtar,47,female,Facebook,Inconsistent Navigation,5,4,3,3,5,4,4,3,4,5,3,3,4,5,5,4,5
Shariful Mia,52,male,Youtube,User-Friendly,5,5,3,4,4,4,5,3,4,4,3,4,4,5,3,4,3
Nasrin Sultana,47,female,Youtube,Efficient,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5
Rina Khanam,44,male,Website,Efficient,4,4,5,3,4,4,4,5,4,3,4,3,3,3,4,4,4
Ruhul Kabir,58,female,Facebook,Intuitive,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3
Nasrin Begum,19,male,Twitter,Inconsistent Navigation,4,3,4,5,4,5,5,5,4,3,5,4,5,4,3,3,4
Abdul Wahab,36,female,Twitter,Confusing,5,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,5
Shahida Akhtar,23,male,Instagram,User-Friendly,5,4,4,5,5,4,4,5,5,4,5,5,4,4,3,4,5
Badal Mia,42,female,Instagram,Well-structured,5,5,3,4,5,5,4,4,4,3,4,5,5,5,5,4,5
Rehana Khanam,67,male,Website,Adequate,3,4,5,4,4,4,5,4,3,4,4,5,5,5,5,3,4
Shamima Akhter,52,female,Instagram,Inconsistent Navigation,4,3,3,4,5,5,5,3,4,4,3,5,4,4,4,3,4
Shahedul Islam,49,male,Twitter,Confusing,4,5,4,4,4,5,4,3,4,5,4,4,4,3,5,5,5
Khadiza Begum,58,female,Website,Confusing,5,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4
Azizul Islam,59,male,Twitter,Clear and concise,4,3,4,4,4,5,5,4,3,4,4,5,4,4,4,3,5
Shahin Mia,47,male,Facebook,Inconsistent Navigation,5,5,4,3,5,3,5,5,4,5,4,4,3,5,4,3,5
Monowara Begum,59,female,Youtube,User-Friendly,3,4,5,5,3,5,5,4,4,3,4,5,4,3,5,4,4
Saifuddin Ahmed,23,male,Twitter,User-Friendly,4,5,4,3,3,4,4,5,4,3,5,4,5,5,3,4,4
Tahmina Akhter,73,female,Twitter,User-Friendly,3,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3
Abul Mannan,76,male,Website,Efficient,4,4,5,4,5,4,5,5,3,3,5,4,3,4,5,3,4
Jannatul Ferdous,70,female,Youtube,Well-structured,4,3,3,4,4,3,4,4,5,5,3,3,4,4,3,4,4
Abdullah Al-Mamun,31,male,Instagram,Engaging,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4
Sumaiya Khatun,72,female,Website,Adequate,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,5,3
Shariful Haque,28,male,Youtube,Clear and concise,3,3,4,5,4,4,4,4,4,5,5,3,4,3,3,5,3
Nazia Sultana,24,female,Twitter,User-Friendly,4,4,4,4,5,4,4,4,5,5,3,4,4,4,4,4,4
Anwarul Alam,73,male,Youtube,Well-structured,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,3
Ruma Khanam,46,female,Instagram,Limited Menu Options,4,5,4,4,5,5,5,5,3,4,5,4,4,3,4,3,3
Shahidul Haque,58,male,Website,User-Friendly,5,5,4,4,5,4,4,5,4,4,3,4,3,4,4,5,4
Nargis Akhter,59,female,Youtube,Efficient,4,4,4,4,4,5,4,3,5,3,5,5,5,5,5,3,4
Asaduzzaman,34,male,Website,User-Friendly,5,4,5,5,4,4,4,4,4,4,3,4,3,4,3,4,4
Rina Akhtar,39,female,Twitter,Engaging,5,4,4,5,4,5,4,5,4,4,4,3,5,4,4,4,3
Kamrul Islam,76,male,Instagram,Well-structured,3,4,3,4,4,4,4,5,4,5,4,5,4,3,5,5,4
Shahnaz Akhter,21,female,Twitter,Adequate,5,3,4,3,4,3,4,4,4,5,5,4,5,5,4,4,4
Monirul Haque,23,male,Instagram,Adequate,3,4,4,4,5,4,3,4,4,4,3,5,4,5,3,3,3
Yasmin Begum,47,female,Facebook,Engaging,5,4,4,4,5,5,4,3,3,3,4,5,3,3,5,4,5
Babar Ali,24,male,Instagram,Efficient,4,4,4,4,5,5,5,5,5,5,5,5,4,3,4,4,4
Morium Akhtar,65,female,Facebook,Limited Menu Options,5,5,3,3,4,4,4,3,5,3,3,5,4,5,5,5,5
Imtiaz Khan,63,male,Instagram,Limited Menu Options,5,4,3,5,4,4,4,3,5,4,4,5,4,5,4,4,4
Farhana Akhtar,67,female,Youtube,Intuitive,4,3,4,5,4,4,4,3,4,3,4,4,5,4,4,4,3
Jahangir Mia,76,male,Instagram,Well-structured,3,5,4,4,5,3,4,5,5,4,3,4,4,3,5,4,4
Shefali Akhter,62,female,Website,Inconsistent Navigation,4,5,4,3,3,4,3,4,5,5,4,4,3,5,4,5,4
Sajjad Hussain,52,male,Twitter,Clear and concise,4,4,4,5,5,5,4,3,3,5,4,4,4,3,3,3,4
Lutfun Nahar,44,female,Instagram,Adequate,3,4,3,4,4,4,4,4,4,5,5,5,4,5,5,4,4
Faisal Rahman,47,male,Instagram,Engaging,4,3,4,4,5,4,4,3,5,5,5,4,3,3,3,4,4
Sufia Akhtar,35,female,Facebook,Engaging,5,4,4,5,5,5,5,5,4,3,3,5,4,4,4,4,5
Abdul Wahab,21,male,Website,Limited Menu Options,5,3,5,5,5,5,5,3,4,4,4,5,5,5,4,3,3
Sharmin Akhter,30,female,Website,Engaging,5,5,4,3,4,4,4,5,4,4,4,3,5,5,4,5,4
Abul Basher,68,male,Instagram,Confusing,4,4,4,5,4,5,4,3,5,4,3,4,5,4,4,5,5
Khadiza Sultana,31,female,Twitter,Confusing,5,3,5,4,5,4,5,4,4,5,5,4,3,4,3,5,3
Ruhul Kabir,67,male,Youtube,User-Friendly,4,4,3,4,4,4,4,5,3,4,4,4,5,4,4,4,4
Shahina Begum,58,female,Website,Inconsistent Navigation,4,4,4,4,4,3,5,4,3,4,4,3,5,5,4,3,5
Jahidul Islam,44,male,Website,Engaging,5,3,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4
Ayesha Akhtar,45,female,Instagram,Confusing,4,4,4,5,4,5,3,5,3,4,4,5,5,5,4,3,5
Salam Mia,47,male,Twitter,Clear and concise,5,4,5,5,5,5,4,3,5,4,4,5,3,4,5,5,3
Nasima Akhter,53,female,Twitter,Adequate,4,5,5,5,3,3,3,4,5,4,4,3,4,4,5,3,5
Asif Ali,28,male,Youtube,Efficient,4,3,4,4,4,5,5,4,3,4,4,4,5,4,4,5,3
Fatema Sultana,56,female,Twitter,Efficient,5,3,3,5,4,3,5,5,4,4,5,4,4,4,4,4,3
Sajidul Islam,19,male,Facebook,Adequate,5,4,4,5,3,3,4,4,4,5,5,3,4,4,3,4,4
